Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
CD2_BENIGN_PROSTATE	Benign neoplasm: Prostate	40001_C61	Malignant neoplasm of prostate	0.785561323165894	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_BENIGN_PROSTATE	Benign neoplasm: Prostate	D27	Benign neoplasm of ovary	0.75971531867981	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1
CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	C19	Malignant neoplasm of rectosigmoid junction	0.790877878665924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	40001_C19	Malignant neoplasm of rectosigmoid junction	0.790877878665924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	C20	Malignant neoplasm of rectum	0.823631584644318	0	0	1	26	0	0	0	0	1	0	3	0	0	0	0
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	40001_C20	Malignant neoplasm of rectum	0.823631584644318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_RECTUM_EXALLC	Benign neoplasm: Rectum (all cancers excluded)	C20	Malignant neoplasm of rectum	0.719047725200653	0	2	1	27	0	0	0	0	1	1	3	0	0	0	0
CD2_BENIGN_RECTUM_EXALLC	Benign neoplasm: Rectum (all cancers excluded)	40001_C20	Malignant neoplasm of rectum	0.719047725200653	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_SALIVARY_NOS	Benign neoplasm: other/unspecified salivary gland	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.792716026306152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SIGMOID_COLON	Benign neoplasm: Sigmoid colon	C18	Malignant neoplasm of colon	0.734069287776947	0	10	10	98	0	0	5	0	4	0	4	0	0	1	1
CD2_BENIGN_SKIN_EXALLC	Other benign neoplasms of skin (all cancers excluded)	I89	Other non-infective disorders of lymphatic vessels and lymph nodes	0.710304856300354	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0
CD2_BENIGN_SKIN_EXALLC	Other benign neoplasms of skin (all cancers excluded)	D21	Other benign neoplasms of connective and other soft tissue	0.706247985363007	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0
CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	D28	Benign neoplasm of other and unspecified female genital organs	0.77169942855835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.732704162597656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (all cancers excluded)	D35	Benign neoplasm of other and unspecified endocrine glands	0.704631388187408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (all cancers excluded)	D28	Benign neoplasm of other and unspecified female genital organs	0.702265322208404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_LIP	Benign neoplasm: Skin of lip	D17	Benign lipomatous neoplasm	0.863003492355347	0	0	17	1	0	0	1	0	3	0	1	0	0	1	1
CD2_BENIGN_SKIN_LIP	Benign neoplasm: Skin of lip	D10	Benign neoplasm of mouth and pharynx	0.778741002082825	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_SKIN_LIP	Benign neoplasm: Skin of lip	D14	Benign neoplasm of middle ear and respiratory system	0.701710999011993	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_SKIN_SCALPNECK	Benign neoplasm: Skin of scalp and neck	D11	Benign neoplasm of major salivary glands	0.712286829948425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_TRUNK	Benign neoplasm: Skin of trunk	D17	Benign lipomatous neoplasm	0.790221929550171	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0
CD2_BENIGN_SKIN_TRUNK	Benign neoplasm: Skin of trunk	D10	Benign neoplasm of mouth and pharynx	0.719077050685883	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_SKIN_TRUNK	Benign neoplasm: Skin of trunk	D34	Benign neoplasm of thyroid gland	0.718316435813904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SMALL_INTESTINE	Benign neoplasm: Small intestine	K57	Diverticular disease of intestine	0.727305233478546	0	0	275	44	0	0	44	0	14	0	1	0	0	1	1
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	D10	Benign neoplasm of mouth and pharynx	0.80569714307785	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	D17	Benign lipomatous neoplasm	0.771741271018982	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0
CD2_BENIGN_TONGUE	Benign neoplasm: Tongue	D17	Benign lipomatous neoplasm	0.816665291786194	0	0	17	1	0	0	1	0	3	0	1	0	0	1	1
CD2_BENIGN_TONGUE	Benign neoplasm: Tongue	D34	Benign neoplasm of thyroid gland	0.724169611930847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_TONSIL	Benign neoplasm: Tonsil	C09	Malignant neoplasm of tonsil	0.76553601026535	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_TONSIL	Benign neoplasm: Tonsil	D34	Benign neoplasm of thyroid gland	0.723401725292206	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_UTERINE_TUBES_LIGAMENTS	Benign neoplasm: Uterine tubes and ligaments	D27	Benign neoplasm of ovary	0.716697871685028	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_UTERINE_TUBES_LIGAMENTS	Benign neoplasm: Uterine tubes and ligaments	D30	Benign neoplasm of urinary organs	0.702888548374176	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_UTERINE_TUBES_LIGAMENTS_EXALLC	Benign neoplasm: Uterine tubes and ligaments (all cancers excluded)	N83	Noninflammatory disorders of ovary, Fallopian tube and broad ligament	0.718502283096314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_UTERUS_NOS_EXALLC	Other benign neoplasm of uterus: Other parts/unspecified (all cancers excluded)	N89	Other noninflammatory disorders of vagina	0.712613165378571	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_VULVA	Benign neoplasm: Vagina	D30	Benign neoplasm of urinary organs	0.782870650291443	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_VULVA	Benign neoplasm: Vagina	D27	Benign neoplasm of ovary	0.721496939659119	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_HODGKIN_LYMPHOMA	Hodgkin lymphoma	C83	Diffuse non-Hodgkin's lymphoma	0.79922366142273	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (all cancers excluded)	40001_C859	Non-Hodgkin's lymphoma, unspecified type	0.809294402599335	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (all cancers excluded)	C85	Other and unspecified types of non-Hodgkin's lymphoma	0.747453689575195	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0
CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (all cancers excluded)	C83	Diffuse non-Hodgkin's lymphoma	0.74371474981308	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_INSITU	In situ neoplasms	40001_C809	Malignant neoplasm, unspecified	0.704208195209503	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_INSITU_BREAST_NOS	Carcinoma in situ of breast, other/unspecified	D07	Carcinoma in situ of other and unspecified genital organs	0.738317251205444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX	Carcinoma in situ of cervix uteri, endocervix	C53	Malignant neoplasm of cervix uteri	0.797813534736633	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX	Carcinoma in situ of cervix uteri, endocervix	N86	Erosion and ectropion of cervix uteri	0.788504958152771	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX_EXALLC	Carcinoma in situ of cervix uteri, endocervix (all cancers excluded)	N71	Inflammatory disease of uterus, except cervix	0.809061884880066	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXALLC	Carcinoma in situ of cervix uteri (all cancers excluded)	N71	Inflammatory disease of uterus, except cervix	0.817530274391174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX	Carcinoma in situ of cervix uteri, exocervix	N87	Dysplasia of cervix uteri	0.805587470531464	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX_EXALLC	Carcinoma in situ of cervix uteri, exocervix (all cancers excluded)	N71	Inflammatory disease of uterus, except cervix	0.819270968437195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX_EXALLC	Carcinoma in situ of cervix uteri, exocervix (all cancers excluded)	N85	Other noninflammatory disorders of uterus, except cervix	0.74480926990509	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	D07	Carcinoma in situ of other and unspecified genital organs	0.782218396663666	0	19	0	0	0	0	0	0	0	3	0	0	0	0	0
CD2_INSITU_SKIN_NOS	Carcinoma in situ of skin, other sites/unspecified	D07	Carcinoma in situ of other and unspecified genital organs	0.778347790241241	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CD2_INSITU_SKIN_TRUNK	Carcinoma in situ of skin of trunk	D05	Carcinoma in situ of breast	0.767726123332977	0	0	41	0	0	0	0	0	2	0	0	0	0	0	0
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (all cancers excluded)	C92	Myeloid leukaemia	0.701265454292297	0	8	1	0	0	0	0	0	1	4	0	0	0	0	0
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	40001_C829	Follicular non-Hodgkin's lymphoma, unspecified	0.798175871372223	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	C82	Follicular [nodular] non-Hodgkin's lymphoma	0.752711951732636	0	184	1192	845	0	5	535	0	2	1	6	1	2	3	4
CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	40001_C859	Non-Hodgkin's lymphoma, unspecified type	0.734706103801727	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (all cancers excluded)	40001_C859	Non-Hodgkin's lymphoma, unspecified type	0.729560077190399	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (all cancers excluded)	40001_C829	Follicular non-Hodgkin's lymphoma, unspecified	0.725820362567902	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma (all cancers excluded)	I89	Other non-infective disorders of lymphatic vessels and lymph nodes	0.702400326728821	0	226	0	2	0	0	0	0	0	1	1	0	0	0	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	C90	Multiple myeloma and malignant plasma cell neoplasms	0.777137100696564	0	10	0	11	0	0	0	0	0	3	1	0	0	0	0
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	40001_C97	Malignant neoplasms of independent (primary) multiple sites	0.751915335655212	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	C15	Malignant neoplasm of oesophagus	0.729801118373871	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0
CD2_TNK_LYMPHOMA	Mature T/NK-cell lymphomas	40001_C911	Chronic lymphocytic leukaemia	0.704329431056976	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHONDRO_OTH	Other chondrocalcinosis	M46	Other inflammatory spondylopathies	0.754301249980927	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
CHRONMYELOPRO	Chronic myeloproliferative disease	40001_C921	Chronic myeloid leukaemia	0.726171612739563	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHRONMYELOPRO	Chronic myeloproliferative disease	40001_C900	Multiple myeloma	0.700883984565735	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CML	Chronic myeloid leukaemia [CML], BCR/ABL-positive	40001_C911	Chronic lymphocytic leukaemia	0.78954154253006	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPD_ASTHMA_PNEUMONIA_SEPSIS	COPD/asthma related pneumonia or pneumonia derived septichaemia	J13	Pneumonia due to Streptococcus pneumoniae	0.802665829658508	0	113	0	0	0	0	0	0	0	3	0	0	0	0	0
COPD_INSUFFICIENCY	COPD-related respiratory insufficiency	40001_J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	0.720629453659058	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	J13	Pneumonia due to Streptococcus pneumoniae	0.73097562789917	0	512	0	3	0	3	0	0	0	6	1	0	1	0	0
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	K50	Crohn's disease [regional enteritis]	0.703500330448151	0	512	134	87	0	11	46	0	7	6	6	4	4	5	9
C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	K51	Ulcerative colitis	0.701322317123413	0	512	3972	1900	3	140	1322	3	9	6	8	5	6	7	12
D3_AIHA_OTHER	Other autoimmune haemolytic anaemias	D61	Other aplastic anaemias	0.727782368659973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3_ITP	Idiopathic thrombocytopenic purpura	D45	Polycythaemia vera	0.721765398979187	0	0	532	136	0	0	136	0	6	0	4	0	0	4	4
DM_HYPOGLYC	Diabetic hypoglycemia	E10	Insulin-dependent diabetes mellitus	0.737716317176819	0	11118	7771	10639	4245	8611	4609	4080	9	30	25	9	28	11	17
DM_POLYNEURO	Diabetic polyneuropathy	G61	Inflammatory polyneuropathy	0.766099035739899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus	M32	Systemic lupus erythematosus	0.789067625999451	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E4_CARCISDR	Carcinoid syndrome	D04	Carcinoma in situ of skin	0.706898510456085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E4_DIABETES	Diabetes mellitus	O24	Diabetes mellitus in pregnancy	0.886856257915497	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E4_ENDOMETPOSTOP	Postprocedural endocrine and metabolic disorders, not elsewhere classified	D44	Neoplasm of uncertain or unknown behaviour of endocrine glands	0.706491827964783	0	1105	0	0	0	0	0	0	0	11	0	0	0	0	0
E4_HYPOPARA	Hypoparathyroidism	E21	Hyperparathyroidism and other disorders of parathyroid gland	0.779114603996277	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
E4_THYROIDITSUBAC	Subacute thyroiditis	D34	Benign neoplasm of thyroid gland	0.730110108852387	0	6740	0	2360	0	2360	0	0	0	30	8	0	8	0	0
E4_THYTOXNOD	Thyrotoxicosis with toxic single thyroid nodule	C73	Malignant neoplasm of thyroid gland	0.803877592086792	0	3	126	31	0	0	31	0	1	1	1	0	0	1	1
E4_THYTOXNOD	Thyrotoxicosis with toxic single thyroid nodule	40001_C73	Malignant neoplasm of thyroid gland	0.803877592086792	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERECTILE_DYSFUNCTION	Erectile dysfunction	40001_C539	Cervix uteri, unspecified	0.70738559961319	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5_PERSBEHORG	Personality and behavioural disorders due to brain disease, damage and dysfunction	G93	Other disorders of brain	0.705046534538269	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0
F5_PSYCHOTH	Other and unspecified nonorganic psychotic disorders	M43	Other deforming dorsopathies	0.716770827770233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FG_PULMHEART	Pulmonary heart disease	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.7446368932724	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FG_PULMHEART	Pulmonary heart disease	40001_I500	Congestive heart failure	0.720029711723328	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_ALCODEGEN	Degeneration of the brain due to alcohol	F10	Mental and behavioural disorders due to use of alcohol	0.798291921615601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6_DRUGPOLY	Drug-induced polyneuropathy	G61	Inflammatory polyneuropathy	0.827702224254608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6_MENINGBACT	Bacterial meningitis	A87	Viral meningitis	0.915241658687592	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
G6_PARKSCND	Secondary parkinsonism+Parkinsonism in other disease	G20	Parkinson's disease	0.712990283966064	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
G6_PARKSCND	Secondary parkinsonism+Parkinsonism in other disease	40001_G20	Parkinson's disease	0.712990283966064	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H7_ASTIGMATISM	Astigmatism	J46	Status asthmaticus	0.705428421497345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_BINODISTOTH	Other disorders of binocular vision	H35	Other retinal disorders	0.723766922950745	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
H7_CHOROIDOTH	Other disorders of choroid	M46	Other inflammatory spondylopathies	0.704267621040344	0	0	6	4	0	0	4	0	1	0	1	0	0	1	1
H7_CONJUHAEMOR	conjunctival haemorrhage	I61	Intracerebral haemorrhage	0.733120262622833	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
H7_CORNULCER	Corneal ulcer	K26	Duodenal ulcer	0.750628173351288	0	370	135	49	0	49	0	0	1	14	1	0	1	0	0
H7_KERATITISOTH	Other keratitis	L30	Other dermatitis	0.780744612216949	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
H7_OPTICDISCOTH	Other disorders of optic disc	H27	Other disorders of lens	0.782167792320251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_OPTICDISCOTH	Other disorders of optic disc	H18	Other disorders of cornea	0.708726704120636	0	0	18	8	0	0	8	0	4	0	2	0	0	2	2
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	H34	Retinal vascular occlusions	0.737346231937408	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	L91	Hypertrophic disorders of skin	0.702456712722778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_VITRHAEMORR	Vitreous haemorrhage	I61	Intracerebral haemorrhage	0.881995439529419	0	4489	1	1520	0	1519	0	0	1	17	5	0	4	0	0
H7_VITRHAEMORR	Vitreous haemorrhage	40001_I619	Intracerebral haemorrhage, unspecified	0.863381683826447	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H7_VITRHAEMORR	Vitreous haemorrhage	40001_K264	Chronic or unspecified with haemorrhage	0.787883043289185	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H7_VITROTH	Other and unspecified disorders of vitreous body	R93	Abnormal findings on diagnostic imaging of other body structures	0.74454665184021	0	41	1	29	0	0	0	0	1	4	1	0	0	0	0
H8_HL_IDIOP	Sudden idiopathic hearing loss	H90	Conductive and sensorineural hearing loss	0.729024946689606	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0
I9_AORTANEUR_EXNONE	Aortic aneurysm (no controls excluded)	I35	Nonrheumatic aortic valve disorders	0.711022317409515	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_CHD	Major coronary heart disease event	I25	Chronic ischaemic heart disease	0.763170778751373	0	2062	2161	3698	986	1454	1689	915	31	47	70	18	37	34	43
I9_CHD	Major coronary heart disease event	40001_I500	Congestive heart failure	0.727257132530212	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HEARTFAIL_AND_HYPERTCARDIOM	Heart failure and hypertrophic cardiomyopathy	40001_I119	Hypertensive heart disease without (congestive) heart failure	0.70629608631134	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HEARTFAIL_NS	Heart failure, not strict	I51	Complications and ill-defined descriptions of heart disease	0.700637996196747	0	122	0	0	0	0	0	0	0	5	0	0	0	0	0
I9_HYPERTENSION	Hypertensive diseases	L91	Hypertrophic disorders of skin	0.834463357925415	0	3615	0	277	0	277	0	0	0	153	9	0	9	0	0
I9_HYPERTENSION	Hypertensive diseases	I12	Hypertensive renal disease	0.707273006439209	0	3615	0	236	0	236	0	0	0	153	17	0	17	0	0
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	L91	Hypertrophic disorders of skin	0.75132828950882	0	341	0	0	0	0	0	0	0	64	0	0	0	0	0
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	40001_I255	Ischaemic cardiomyopathy	0.743115186691284	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHD_EXNONE	Hypertensive Heart Disease (no controls excluded)	40001_I259	Chronic ischaemic heart disease, unspecified	0.764970898628235	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSPUL	Hypertension, Pulmonary Arterial	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.791380822658539	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSPUL_EXNONE	Hypertension, Pulmonary Arterial (no controls excluded)	40001_I119	Hypertensive heart disease without (congestive) heart failure	0.72028923034668	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_IHD	Ischaemic heart disease, wide definition	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.702469229698181	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	40001_I619	Intracerebral haemorrhage, unspecified	0.780515193939209	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_INTRACRA_EXNONE	Nontraumatic intracranial haemmorrhage (no controls excluded)	40001_I619	Intracerebral haemorrhage, unspecified	0.729836463928223	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_LYMPHOTH_EXNONE	Other noninfective disordersof lymphatic vessels and lymph nodes (no controls excluded)	D47	Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue	0.702269673347473	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_MI_COMPLICATIONS	Complications following myocardial infarction	I21	Acute myocardial infarction	0.777683854103088	0	1	320	193	0	0	188	0	15	0	5	0	0	5	5
I9_MI_COMPLICATIONS	Complications following myocardial infarction	I22	Subsequent myocardial infarction	0.768378257751465	0	1	6	0	0	0	0	0	2	0	0	0	0	0	0
I9_MI_COMPLICATIONS	Complications following myocardial infarction	40001_I219	Acute myocardial infarction, unspecified	0.765135705471039	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
I9_MI_COMPLICATIONS_EXNONE	Complications following myocardial infarction (no controls excluded)	40001_I219	Acute myocardial infarction, unspecified	0.747436046600342	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_MYOCARD	Myocarditis	I21	Acute myocardial infarction	0.70454877614975	0	1	320	196	0	0	195	0	15	0	7	0	0	7	7
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy	40001_I255	Ischaemic cardiomyopathy	0.722923159599304	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_OTHILLHEART	Other or ill-defined heart diseases	I51	Complications and ill-defined descriptions of heart disease	0.769272387027741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I9_OTHILLHEART_EXNONE	Other or ill-defined heart diseases (no controls excluded)	I51	Complications and ill-defined descriptions of heart disease	0.77218759059906	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_OTHINTRACRA	Other intracranial haemorrhages	I61	Intracerebral haemorrhage	0.782784223556519	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
I9_OTHINTRACRA	Other intracranial haemorrhages	40001_I619	Intracerebral haemorrhage, unspecified	0.763909637928009	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_OTHINTRACRA_EXNONE	Other intracranial haemorrhages (no controls excluded)	40001_I619	Intracerebral haemorrhage, unspecified	0.751417100429535	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_RHEUFEV	Rheumatic fever incl heart disease	I24	Other acute ischaemic heart diseases	0.790812194347382	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
I9_RHEUFEV	Rheumatic fever incl heart disease	I25	Chronic ischaemic heart disease	0.782269239425659	0	3	2161	299	0	0	298	0	31	2	9	0	0	9	9
I9_RHEUFEV	Rheumatic fever incl heart disease	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.723630428314209	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_RHEUFEVHRT	Rheumatic fever with heart involvement	I25	Chronic ischaemic heart disease	0.757725059986115	0	0	2161	511	0	0	511	0	31	0	15	0	0	14	14
