phenocode	name	category
ULCERENTER	Ulcerative enterocolitis	Gastrointestinal endpoints
ULCERILEO	Ulcerative ileocolitis	Gastrointestinal endpoints
ULCERNAS	"Ulcerative colitis, NAS"	Gastrointestinal endpoints
ULCEROTH	Other ulcerative colitis	Gastrointestinal endpoints
ULCERPROCT	Ulcerative proctitis	Gastrointestinal endpoints
ULCERRECT	Ulcerative rectosigmoiditis	Gastrointestinal endpoints
ULCER_ARTHR	Arthropathy in ulcerative colitis	Rheuma endpoints
VD_MI	Vascular dementia (multiple infarctations)	Neurological endpoints
VD_MX	Vascular dementia (mixed)	Neurological endpoints
VD_SC	Vascular dementia (subcortical)	Neurological endpoints
VD_U	Vascular dementia (undefined)	Neurological endpoints
VIRALPNEUMOKNOWN	"Viral pneumonia (known virus, not influenza)"	Interstitial lung disease endpoints
VIRALPNEUMONAS	"Viral pneumonia (unknown virus, not influenza)"	Interstitial lung disease endpoints
VIT_DEF	Vitamin deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)
VOCALCORDDYS	Vocal cord dysfunction	COPD and related endpoints
VWXY20_ACCIDENTS	Accidents	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_BLOOD_ALCOHOL_ALCOHOL_INTOX_LEVEL	Blood alcohol or alcohol intoxication level	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE	Complications of medical and surgical care	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL	Evidence of alcohol involvement determined by blood alcohol level	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX	Evidence of alcohol involvement determined by level of intoxication	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_FALL_SAME_LEVEL	Fall on same level	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW	Fall on same level involving ice and snow	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_OTHER_EXTER_CAUSES_ACCIDENTAL_INJURY	Other external causes of accidental injury	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA	Sequelae of external causes of morbidity and mortality	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_SUICI_OTHER_INTENTI_SELF_H	Suicide or other Intentional self-harm	Psychiatric endpoints from Katri Räikkönen
VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW	Supplementary factors related to causes of morbidity and mortality classified elsewhere	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_SURGI_OTHER_MEDICAL_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED	"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_TRANSPO_ACCIDENTS	Transport accidents	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_TYPE_ACCIDENT	Type of accident	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_UNSPE_FALL	Unspecified fall	XX External causes of morbidity and mortality (VWXY20_)
VWXY20_VAPAA_TAPATURMAT	!!!Vapaa-ajan tapaturmat	XX External causes of morbidity and mortality (VWXY20_)
WEIGHTLOSS	Weight loss	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)
WET_AMD	Wet age-related macular degeneration	VII Diseases of the eye and adnexa (H7_)
Z21_ACQUI_ABSENCE_LIMB	Acquired absence of limb	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED	"Acquired absence of organs, not elsewhere classified"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE	"Additional codes for the location of defect, injury or illness"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE	Adjustment and management of implanted device	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE	Alcohol abuse counselling and surveillance	Alcohol related diseases
Z21_ANKLE_FOOT	Ankle and foot	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ANTEN_SCREE	Antenatal screening	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ARTIF_OPENI_STATUS	Artificial opening status	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS	Asymptomatic human immunodeficiency virus [HIV] infection status	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ATTN_ARTIF_OPENI	Attention to artificial openings	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CARE_INVOLVI_DIALY	Care involving dialysis	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CARE_INVOLVI_USE_REHAB_PROCED	Care involving use of rehabilitation procedures	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CARRIER_INFECTIOUS_DISEA	Carrier of infectious disease	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA	Contact with and exposure to communicable diseases	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CONTRACEPTIVE_MANAG	Contraceptive management	XXI Factors influencing health status and contact with health services (Z21_)
Z21_CONVALESCENCE	Convalescence	XXI Factors influencing health status and contact with health services (Z21_)
Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN	"Counselling related to sexual attitude, behaviour and orientation"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED	"Dependence on enabling machines and devices, not elsewhere classified"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_DESEN_ALLERGE	Desensitization to allergens	XXI Factors influencing health status and contact with health services (Z21_)
Z21_DONORS_ORGANS_TISSU	Donors of organs and tissues	XXI Factors influencing health status and contact with health services (Z21_)
Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO	Examination and encounter for administrative purposes	XXI Factors influencing health status and contact with health services (Z21_)
Z21_EXAM_OBSER_OTH_REASO	Examination and observation for other reasons	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL	Family history of certain disabilities and chronic diseases leading to disablement	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FAMILY_HISTORY_MALIG_NEOPLASM	Family history of malignant neoplasm	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD	Family history of other specific disorders	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FIT_ADJ_OTH_DEVICES	Fitting and adjustment of other devices	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE	Follow-up care involving plastic surgery	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	XXI Factors influencing health status and contact with health services (Z21_)
Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS	Follow-up examination after treatment for malignant neoplasms	XXI Factors influencing health status and contact with health services (Z21_)
Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	General examination and investigation of persons without complaint and reported diagnosis	XXI Factors influencing health status and contact with health services (Z21_)
Z21_LUNG_TRANSPLANT_STATUS	Lung transplant status	XXI Factors influencing health status and contact with health services (Z21_)
Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI	Medical observation and evaluation for suspected diseases and conditions	XXI Factors influencing health status and contact with health services (Z21_)
Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA	Need for immunization against other single viral diseases	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OCCUPAT_EXPOS_RISK_	Occupational exposure to risk-factors	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_MEDICAL_CARE	Other medical care	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_POSTS_STATES	Other postsurgical states	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC	"Other problems related to primary support group, including family circumstances"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	Other special examinations and investigations of persons without complaint or reported diagnosis	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OTHER_SURGI_FOLLOW__CARE	Other surgical follow-up care	XXI Factors influencing health status and contact with health services (Z21_)
Z21_OUTCO_DELIV	Outcome of delivery	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONAL_HISTORY_CERTA_OTH_DISEA	Personal history of certain other diseases	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONAL_HISTORY_MALIG_NEOPLASM	Personal history of malignant neoplasm	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI	Personal history of other diseases and conditions	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONAL_HISTORY_RISK__NOT_ELSEW_CLASSIFIED	"Personal history of risk-factors, not elsewhere classified"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_CIRCUMSTANC_RELATED_REPRODUCTION	Persons encountering health services in circumstances related to reproduction	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_EXAM_INVES	Persons encountering health services for examination and investigation	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC1	Persons encountering health services in other circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2	Persons encountering health services in other circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_COUNSELLI_MEDICAL_ADVICE_NOT_ELSEW_CLASSIFIED	"Persons encountering health services for other counselling and medical advice, not elsewhere classified"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	Persons encountering health services for specific procedures and health care	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED	"Persons encountering health services for specific procedures, not carried out"	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_COMMUNICAB_DISEA	Persons with potential health hazards related to communicable diseases	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_FAMILY_PERSONAL_HISTORY_CERTA_CONDI_INFLUENCI_HEALTH_STATUS	Persons with potential health hazards related to family and personal history and certain conditions influencing health status	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_SOCIO_PSYCHOSO_CIRCUMSTANC	Persons with potential health hazards related to socioeconomic and psychosocial circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_POSTPA_CARE_EXAMI	Postpartum care and examination	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PREGNAC_EXAM_TEST	Pregnancy examination and test	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS	Presence of cardiac and vascular implants and grafts	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PRESENCE_OTH_DEVICES	Presence of other devices	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PRESENCE_OTH_FUNCTIONAL_IMPLANTNTS	Presence of other functional implants	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_CARE__DEPENDENCY	Problems related to care-provider dependency	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_CERTA_PSYCHOSO_CIRCUMSTANC	Problems related to certain psychosocial circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_EMPLO_UNEMP	Problems related to employment and unemployment	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_HOUSI_ECONO_CIRCUMSTANC	Problems related to housing and economic circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_LIFESTYLE	Problems related to lifestyle	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_LIFE_M_DIFFICULTY	Problems related to life-management difficulty	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_MEDICAL_FACILITI_OTH_HEALTH_CARE	Problems related to medical facilities and other health care	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_NEGAT_LIFE_EVENTS_CHILDH	Problems related to negative life events in childhood	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_OTH_PSYCHOSO_CIRCUMSTANC	Problems related to other psychosocial circumstances	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_PHYSIC_ENVIRONMENT	Problems related to physical environment	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROBL_RELATED_SOCIAL_ENVIRONMENT	Problems related to social environment	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE	Procedures for purposes other than remedying health state	XXI Factors influencing health status and contact with health services (Z21_)
Z21_PROCREATIVE_MANAG	Procreative management	XXI Factors influencing health status and contact with health services (Z21_)
Z21_ROUTI_GENERAL_HEALTH_CHECK_DEFIN_SUBPO	Routine general health check-up of defined subpopulation	XXI Factors influencing health status and contact with health services (Z21_)
Z21_SHOUL_REGION	Shoulder region	XXI Factors influencing health status and contact with health services (Z21_)
Z21_SPECIAL_SCREEN_EXAM_INFECTIOUS_PARASITIC_DISEA	Special screening examination for infectious and parasitic diseases	XXI Factors influencing health status and contact with health services (Z21_)
Z21_SPECIAL_SCREEN_EXAM_NEOPLASMS	Special screening examination for neoplasms	XXI Factors influencing health status and contact with health services (Z21_)
